,id,currency,price_display,square_feet,address,cityname,state
6120,5668638856,USD,1795,913,1100 N Cass St,Milwaukee,WI
6121,5509053677,USD,1712,913,,Bothell,WA
6122,5509195034,USD,1685,913,,Weatogue,CT
6123,5668626244,USD,1480,913,210 S Montgomery St,Starkville,MS
6124,5668614420,USD,1397,913,2201 104th St South,Tacoma,WA
6125,5509217631,USD,1005,913,,Euless,TX
6126,5509219655,USD,808,913,,Euless,TX
6127,5509211431,USD,805,913,,Euless,TX
6128,5668624057,USD,5000,914,500 Bartlett St,San Francisco,CA
6129,5509102227,USD,1855,914,,Ellicott City,MD
6130,5664576787,USD,1575,914,520 W Doty St,Madison,WI
6131,5509215696,USD,1555,914,,Renton,WA
6132,5544558459,USD,1350,914,1652 SE 28th St 103,Homestead,FL
6133,5509061809,USD,1128,914,,Arlington,TX
6134,5668609372,USD,1123,914,1800 Austin Parkway,Sugar Land,TX
6135,5668624110,USD,4895,915,78 Buchanan St,San Francisco,CA
6136,5668635808,USD,2295,915,11476 Miranda St,North Hollywood,CA
6137,5509165793,USD,2120,915,,Mercer Island,WA
6138,5668635564,USD,1650,915,25 Bacon St,South Burlington,VT
6139,5509099137,USD,1445,915,,Ellicott City,MD
6140,5509125154,USD,1410,915,,Somersworth,NH
6141,5508752793,USD,1300,915,,Denver,CO
6142,5668616955,USD,1045,915,3825 Anthem Way,Anthem,AZ
6143,5668634944,USD,565,915,1016 N 39th St,Grand Forks,ND
6144,5664598513,USD,2199,916,2309 Lyndale Avenue S,Minneapolis,MN
6145,5509265463,USD,1800,916,,Pittsburgh,PA
6146,5661941724,USD,1365,916,,Colorado Springs,CO
6147,5668637513,USD,1300,916,135 Campus,Ames,IA
6148,5508998368,USD,1130,916,,Federal Way,WA
6149,5659899382,USD,1025,916,1996 County Rd D East,Maplewood,MN
6150,5668617849,USD,820,916,1100 55th St N,Grand Forks,ND
6151,5668618041,USD,725,916,,Saginaw,MI
6152,5659898702,USD,1900,917,5400 Cascade Way,Buena Park,CA
6153,5668633895,USD,1295,917,19511 NE Halsey St,Gresham,OR
6154,5668618635,USD,655,917,4231 SW Emland Drive,Topeka,KS
6155,5664598264,USD,2495,918,2275 Grove Way,Castro Valley,CA
6156,5509245368,USD,2025,918,,Princeton,NJ
6157,5509019480,USD,1890,918,,Bellevue,WA
6158,5509268579,USD,1805,918,,Lynnwood,WA
6159,5508749003,USD,1289,918,,Las Vegas,NV
6160,5668637293,USD,1250,918,1321 Lake Dr West,Chanhassen,MN
6161,5664579415,USD,1200,918,2409 10th Ave,South Milwaukee,WI
6162,5509034679,USD,830,918,,Cincinnati,OH
6163,5664598194,USD,750,918,4901 S Macarthur Ln  1201 E 57th St,Sioux Falls,SD
6164,5668630408,USD,1920,919,817 W 5th St,Austin,TX
6165,5509256330,USD,1110,919,,Reisterstown,MD
6166,5664594421,USD,2700,920,1100 Sterling Drive,Franklin Lakes,NJ
6167,5509076533,USD,2065,920,,Cypress,CA
6168,5668639235,USD,2050,920,Lockside 3210 3222 NW 54th St,Seattle,WA
6169,5508817616,USD,1810,920,,Greenbelt,MD
6170,5509152430,USD,1649,920,,Elizabeth,NJ
6171,5509267866,USD,1630,920,,Lawrence,NJ
6172,5509268840,USD,1586,920,,Lawrence,NJ
6173,5509034472,USD,1556,920,,Alpharetta,GA
6174,5668626389,USD,1495,920,4229 N 17th St,Phoenix,AZ
6175,5664569815,USD,1245,920,2124 NE 19th St,Gresham,OR
6176,5508982484,USD,1195,920,,Fort Collins,CO
6177,5509147459,USD,1094,920,,Lawrenceville,GA
6178,5509234573,USD,1067,920,,Marietta,GA
6179,5668638695,USD,950,920,3602 S 900 E Or 889 Colony South,Salt Lake City,UT
6180,5668255071,USD,922,920,,Hickory,NC
6181,5668225379,USD,910,920,,Columbia,SC
6182,5668630201,USD,895,920,6700 S Santa Rosa Place Apartment 6,Sioux Falls,SD
6183,5668619241,USD,835,920,3900 S Carnegie Circle,Sioux Falls,SD
6184,5668624966,USD,826,920,100 Bryn Mawr CT,Pittsburgh,PA
6185,5668619253,USD,825,920,2601 S Kiwanis Avenue,Sioux Falls,SD
6186,5668622339,USD,1565,921,700 Westminster Drive,Franklin,TN
6187,5668620779,USD,1430,921,6501 McArdle Road,Corpus Christi,TX
6188,5668639605,USD,1195,921,6053 W 7940 S,,
6189,5668624833,USD,2800,922,88 Hammond St,Boston,MA
6190,5509052916,USD,1580,922,,Suwanee,GA
6191,5668622012,USD,1464,922,46 Avonwood Road,Avon,CT
6192,5668624079,USD,4795,923,1660 Bay St,San Francisco,CA
6193,5664573362,USD,1895,923,513 NE 21st CT #120,Fort Lauderdale,FL
6194,5668633292,USD,1850,923,6602 Beadnell Way #24,San Diego,CA
6195,5668639479,USD,1713,923,2 West Avenue,Saratoga Springs,NY
6196,5508999124,USD,1475,923,,Federal Way,WA
6197,5509047627,USD,1953,924,,Bothell,WA
6198,5664578218,USD,1760,924,700 SW Chickadee St,Corvallis,OR
6199,5668619297,USD,1575,924,1617 W Admiralty Heights Ln,Bremerton,WA
6200,5648115378,USD,916,924,925 Airport Road,Waconia,MN
6201,5660651762,USD,675,924,,Reynoldsburg,OH
6202,5668623295,USD,2595,925,2149 Otis Dr,Alameda,CA
6205,5668275328,USD,2100,925,905 E 24th St A,Oakland,CA
6206,5668615647,USD,2020,925,790 North Euclid St,Anaheim,CA
6207,5509105725,USD,1476,925,,Colorado Springs,CO
6208,5659895581,USD,1450,925,,Saint Louis Park,MN
6209,5509104028,USD,1436,925,,Colorado Springs,CO
6210,5653561964,USD,1375,925,2104 University Avenue,Madison,WI
6211,5668634755,USD,1295,925,1313  1319 E 9th St,National City,CA
6212,5668639424,USD,1250,925,7479-7549 Pecos St,Denver,CO
6213,5668628423,USD,1150,925,1216 Ave A #123,Denton,TX
6214,5668635958,USD,900,925,3501 Normandy Ln,Roanoke,VA
6215,5668622164,USD,895,925,2353 Mission Road,Tallahassee,FL
6216,5508803441,USD,890,925,,Dallas,TX
6217,5668620092,USD,889,925,45 W Jefferson St,Waterloo,IA
6218,5664596707,USD,875,925,301-337 Temple St 300-336 W Church St 206-212 Loft Lane,Villa Rica,GA
6219,5633599962,USD,775,925,1143 Center Parkway,Lexington,KY
6220,5509211085,USD,775,925,,Norman,OK
6221,5508819011,USD,750,925,,Euclid,OH
6222,5508817788,USD,700,925,,Euclid,OH
6223,5668628855,USD,679,925,8812 S Delaware Avenue,Tulsa,OK
6224,5668628778,USD,1550,926,7545 N Winchester Ave,Chicago,IL
6225,5509133643,USD,1275,926,,Arlington,TX
6226,5659898953,USD,1027,926,19830 Forest Rd N,Forest Lake,MN
6227,5664595871,USD,3050,927,1715 15th St NW Unit 301,Washington,DC
6228,5509031313,USD,1675,927,,Flanders,NJ
6229,5509032155,USD,1490,927,,Flanders,NJ
6230,5509027294,USD,1475,927,,Flanders,NJ
6231,5509144443,USD,1445,927,,Glen Burnie,MD
6232,5509137090,USD,1440,927,,Glen Burnie,MD
6233,5508797031,USD,850,927,,Greensboro,NC
6234,5509036969,USD,1192,928,,Alpharetta,GA
6235,5509134768,USD,1020,928,,Dayton,OH
6236,5509025989,USD,2770,929,,Montclair,NJ
6237,5509058164,USD,2375,929,,Lyndhurst,NJ
6238,5668633204,USD,1435,929,101 Campbell Boulevard,Manahawkin,NJ
6239,5668617066,USD,2010,930,155 South Angelina Dr,Placentia,CA
6240,5668640972,USD,1700,930,5202 Washington St,Downers Grove,IL
6241,5664569616,USD,1424,930,17803 Lane Cantera,San Antonio,TX
6242,5664597323,USD,1275,930,736 W Collins,Denton,TX
6243,5668635443,USD,1200,930,117 Alder Avenue SE,Fort Walton Beach,FL
6244,5668629742,USD,1150,930,125 N 18th St,Phoenix,AZ
6245,5508753714,USD,1144,930,,Virginia Beach,VA
6246,5509122344,USD,1115,930,,Willingboro,NJ
6247,5664576486,USD,1100,930,295 Arcadia,Columbus,OH
6248,5508677704,USD,1100,930,,Henrico,VA
6249,5668612192,USD,1072,930,46860 Hilton Dr,Lexington Park,MD
6250,5664583414,USD,1035,930,700 North Main St #K6,Washington,UT
6251,5668630560,USD,1000,930,3750 Garden View Dr,Grand Forks,ND
6252,5509158654,USD,965,930,,Durham,NC
6253,5659918244,USD,895,930,,Lebanon,OR
6254,5667222131,USD,668,930,617 Union Avenue,Bakersfield,CA
6255,5668621442,USD,624,930,2413 N Neil St,Champaign,IL
6256,5668622664,USD,610,930,1501 Old Main St,Newton,KS
6257,5664572322,USD,6500,931,2115 Hyde St,San Francisco,CA
6258,5668629706,USD,1740,931,2810 Manchaca Road,Austin,TX
6259,5668623276,USD,1670,931,15 Abbey Ln,Danbury,CT
6260,5668619198,USD,1418,931,680 6th Avenue NE,Tuscaloosa,AL
6261,5648142914,USD,1225,931,140 N Hyland,Ames,IA
6262,5509135547,USD,1085,931,,Lawrenceville,GA
6263,5509156981,USD,1965,932,,Maple Valley,WA
6264,5509159518,USD,1965,932,,Maple Valley,WA
6265,5509155244,USD,1915,932,,Maple Valley,WA
6266,5509135598,USD,1586,932,,Glen Burnie,MD
6267,5668624460,USD,1438,932,17716 Bothell-Everett Highway,Bothell,WA
6268,5668634939,USD,1295,932,12810-12850 SE Sherman St,Portland,OR
6269,5668626857,USD,2600,933,10047 Main St. Apartment 408,Bellevue,WA
6270,5668639540,USD,2195,933,3435-3441 SE Alder St,Portland,OR
6271,5509184817,USD,1527,933,,Millersville,MD
6272,5642355380,USD,895,933,1321 NE 37th,Oklahoma City,OK
6273,5509109468,USD,785,933,,Dayton,OH
6274,5509111462,USD,695,933,,Dayton,OH
6275,5664594830,USD,1495,934,1652 Cesario Drive,Hampshire,IL
6276,5508754206,USD,1180,934,,Virginia Beach,VA
6277,5509209112,USD,807,934,,Euless,TX
6279,5668271220,USD,1714,935,350 North Ervay St,Dallas,TX
6280,5509099274,USD,1455,935,,Kent,WA
6281,5508791828,USD,1450,935,,Fort Washington,MD
6282,5508791693,USD,1420,935,,Fort Washington,MD
6283,5509267540,USD,1335,935,,Baltimore,MD
6284,5509072604,USD,1315,935,,Towson,MD
6285,5508842996,USD,1173,935,,Stow,OH
6286,5668635207,USD,999,935,9577 White Oak Ln,Johnston,IA
6287,5509044979,USD,985,935,,Cincinnati,OH
6288,5668638692,USD,950,935,3637 South 900 East,,
6289,5508803886,USD,900,935,,Beachwood,OH
6290,5668623261,USD,850,935,720 Valley View Dr,Council Bluffs,IA
6291,5668632785,USD,835,935,3805 2nd St NE,Minot,ND
6292,5668633017,USD,811,935,912 Willow Creek Place,Sioux Falls,SD
6293,5668631879,USD,2050,936,2345 Florence St,Aurora,CO
6294,5509210086,USD,1833,936,,Renton,WA
6295,5668629437,USD,1676,936,2106 Boll St Unit 936,Dallas,TX
6296,5668621462,USD,1599,936,608 E Chalmers,Champaign,IL
6297,5668640072,USD,1450,936,735 NW 29th St,Corvallis,OR
6298,5668635070,USD,945,936,1001 S 19th St,Grand Forks,ND
6299,5668636339,USD,850,936,1940 W Madison,Kokomo,IN
6300,5648785662,USD,645,936,650 N Wilcox Drive,Kingsport,TN
6301,5509009094,USD,1605,937,,Brighton,CO
6302,5508824147,USD,1528,937,,Denver,CO
6303,5509153815,USD,1267,937,,Bedford,TX
6304,5509078630,USD,1135,937,,Tipp City,OH
6305,5509232249,USD,995,937,,Monroeville,PA
6306,5659895409,USD,1600,938,1509 1517 E 57th St,Chicago,IL
6307,5668635971,USD,1595,938,839 State St,Bellingham,WA
6308,5668638673,USD,1485,938,Olp 5264 NE 121st Ave,Vancouver,WA
6309,5509147327,USD,1255,938,,Bedford,TX
6310,5664583320,USD,1050,938,8655 Datapoint Drive #403,San Antonio,TX
6311,5508674163,USD,1997,939,,Stoughton,MA
6312,5668638617,USD,1900,939,6362 Collins Ave,Miami Beach,FL
6313,5668609277,USD,1889,939,1200 Post Oak Boulevard,Houston,TX
6314,5509230931,USD,1670,939,,Plainsboro,NJ
6315,5508798205,USD,1558,939,,Dallas,TX
6316,5509229628,USD,1545,939,,Plainsboro,NJ
6318,5509191405,USD,1390,939,,Norman,OK
6319,5509182145,USD,1390,939,,Norman,OK
6320,5509188430,USD,1370,939,,Norman,OK
6321,5509188304,USD,1370,939,,Norman,OK
6322,5509190861,USD,1370,939,,Norman,OK
6325,5509185602,USD,1350,939,,Norman,OK
6326,5509184047,USD,1350,939,,Norman,OK
6328,5509189413,USD,1350,939,,Norman,OK
6330,5509181791,USD,1350,939,,Norman,OK
6331,5509193096,USD,1350,939,,Norman,OK
6333,5668614986,USD,1186,939,8450 Gate Parkway West,Jacksonville,FL
6334,5639934040,USD,783,939,1607 Lola Avenue 59,Lubbock,TX
6335,5664578989,USD,1895,940,15 Coyne Court,Madison,WI
6336,5668611213,USD,1832,940,701 Fairway Dr,Oxford,NC
6337,5668613918,USD,1685,940,2801 Park Center Drive,Alexandria,VA
6338,5668623633,USD,1489,940,7301 W Ohio Avenue,Lakewood,CO
6339,5508840844,USD,1398,940,,Denver,CO
6340,5668628644,USD,1325,940,13050 West Cedar Dr,Lakewood,CO
6341,5508788779,USD,1265,940,,Denver,CO
6342,5668627768,USD,1190,940,,Washington Township,MI
6343,5508763369,USD,1135,940,,Virginia Beach,VA
6344,5508808528,USD,968,940,,Cleveland,OH
6345,5508808152,USD,932,940,,Cleveland,OH
6346,5509256801,USD,922,940,,Bostic,NC
6347,5509006221,USD,795,940,,Cincinnati,OH
6348,5508690575,USD,659,940,,Toledo,OH
6349,5668635770,USD,625,940,1914 S 20th St,Grand Forks,ND
6350,5668625240,USD,1755,941,5452 5466 S Ellis Ave,Chicago,IL
6351,5668623176,USD,1415,941,5601 Coffee Rd,Bakersfield,CA
6352,5668640771,USD,2400,942,1818 L St,Sacramento,CA
6353,5509216552,USD,1495,942,,Owings Mills,MD
6354,5509254791,USD,1216,942,,Roswell,GA
6355,5508906800,USD,1190,942,,Dallas,TX
6356,5509068609,USD,1115,942,,Miamisburg,OH
6357,5668616269,USD,1075,942,4280 S Ravinia Drive,Greenfield,WI
6358,5509074094,USD,964,942,,Colorado Springs,CO
6359,5664594483,USD,1367,943,1201 N Francis Avenue,Oklahoma City,OK
6360,5508807948,USD,1320,943,,District Heights,MD
6361,5668614341,USD,1177,943,2770 Power Center Parkway,Lake Charles,LA
6362,5664574177,USD,2020,944,9700 Magnolia Park Drive,Santee,CA
6363,5508959843,USD,1840,944,,Hawthorne,CA
6364,5668633264,USD,1795,944,4034 Holmes,Kansas City,MO
6365,5509169530,USD,1703,944,,Kent,WA
6366,5509208953,USD,1600,944,,Crofton,MD
6367,5668632885,USD,1495,944,61 Newark St C,Aurora,CO
6368,5668627985,USD,1100,944,900 Babcock Road,San Antonio,TX
6369,5508819039,USD,1010,944,,Apex,NC
6370,5508767045,USD,1825,945,,Plainfield,NJ
6371,5668622478,USD,1514,945,1600 Oviedo Grove Cir,Oviedo,FL
6372,5659918374,USD,1400,945,330 Main St,Utica,NY
6373,5668625007,USD,1200,945,4401 Valley View Road,Edina,MN
6374,5509155874,USD,1077,945,,Durham,NC
6375,5508802588,USD,860,945,,Dallas,TX
6376,5668621623,USD,1352,946,402 S Fifth,Champaign,IL
6377,5659898960,USD,1290,946,2015 Riverside Ave,Minneapolis,MN
6378,5648140817,USD,1245,946,345 Blackburn Ave,Lexington,KY
6379,5664597484,USD,1240,946,,Austin,TX
6380,5668622634,USD,995,946,3662 Ingersoll Avenue,Des Moines,IA
6381,5668638578,USD,1300,947,11280 W 20th Avenue,Lakewood,CO
6382,5664583545,USD,1775,948,13383 Edwards St,Westminster,CA
6383,5509052629,USD,1650,948,,Edmonds,WA
6384,5509147055,USD,1595,948,,Mount Holly,NJ
6385,5509023700,USD,1402,948,,Budd Lake,NJ
6386,5668625840,USD,3565,949,514 N Peshtigo Court,Chicago,IL
6387,5664596743,USD,2275,949,265 Reflections Drive Apartment 26,San Ramon,CA
6388,5509085353,USD,1696,949,,Bedford,NH
6389,5509086078,USD,1655,949,,Bedford,NH
6390,5664568638,USD,1648,949,141 Wellington Place,Cincinnati,OH
6391,5668630686,USD,1635,949,4269 Virginia Ave,Cincinnati,OH
6392,5664598057,USD,1289,949,508 Ferry St,Saint Paul,MN
6393,5668643004,USD,3198,950,415 N Oakhurst Drive,Beverly Hills,CA
6394,5664575876,USD,2998,950,1223 Federal Avenue,Los Angeles,CA
6395,5509047257,USD,2695,950,,Santa Monica,CA
6396,5509099469,USD,2395,950,,Ellicott City,MD
6397,5668628887,USD,2325,950,600 S Spring St,Los Angeles,CA
6398,5668636543,USD,2300,950,1452 162nd Avenue,San Leandro,CA
6399,5668637173,USD,2215,950,12954 Riverside Drive,Sherman Oaks,CA
6400,5508821030,USD,2210,950,,Norfolk,VA
6401,5508855103,USD,1895,950,,Weymouth,MA
6402,5508853138,USD,1885,950,,Weymouth,MA
6403,5667516019,USD,1795,950,,Los Angeles,CA
6404,5509139913,USD,1788,950,,Kirkland,WA
6405,5668632971,USD,1725,950,1508 Brandywine,Philadelphia,PA
6406,5509214737,USD,1580,950,,Renton,WA
6407,5508816907,USD,1500,950,,Los Angeles,CA
6408,5668640872,USD,1495,950,5300 Vernon Ave South,Edina,MN
6409,5668632669,USD,1475,950,12526 Meridian Ave South,Everett,WA
6410,5509138073,USD,1450,950,,South Burlington,VT
6411,5664578803,USD,1445,950,927 North Renee St,Milwaukee,WI
6412,5664596850,USD,1425,950,621 Moody St,Galveston,TX
6413,5668635540,USD,1400,950,10221 SW Eastridge St,Portland,OR
6414,5664598019,USD,1399,950,3509 Emerson Avenue S,Minneapolis,MN
6415,5664594910,USD,1387,950,210 S Locust St,Denton,TX
6416,5664581850,USD,1380,950,3205 B Kenmore Drive,Hampton,VA
6417,5668620461,USD,1360,950,1711 Lore Rd,Anchorage,AK
6418,5509201446,USD,1353,950,,Euless,TX
6419,5668618134,USD,1350,950,122 North St,West Lafayette,IN
6420,5664597187,USD,1350,950,10100 Minnetonka Boulevard,Minnetonka,MN
6421,5509263310,USD,1300,950,,Oklahoma City,OK
6422,5509036396,USD,1300,950,,Taunton,MA
6423,5509041621,USD,1299,950,,Orange,NJ
6424,5508874598,USD,1299,950,,Milford,NH
6425,5668633023,USD,1250,950,201-203 Chester Pike,Ridley Park,PA
6426,5668621782,USD,1230,950,402 N Gregory,Urbana,IL
6427,5668622723,USD,1225,950,2515 1st St,,
6428,5668640298,USD,1200,950,470 Middle St,Portsmouth,VA
6429,5668627169,USD,1150,950,925 Laprairie St,Ferndale,MI
6430,5668612968,USD,1122,950,100 Lake Village Boulevard,Auburn Hills,MI
6431,5508898941,USD,1120,950,,Hampton,VA
6432,5508806902,USD,1109,950,,Norfolk,VA
6433,5664579899,USD,1100,950,551 S Clay Avenue,Kirkwood,MO
6434,5509267739,USD,1099,950,,Smyrna,GA
6435,5668642394,USD,1095,950,5917 NE 58th St,Vancouver,WA
6436,5668627786,USD,1090,950,1920 Orchard Crest St,Shelby Township,MI
6437,5642313126,USD,1050,950,293 E 15th,Columbus,OH
6438,5509256324,USD,1044,950,,Roswell,GA
6439,5668639468,USD,1009,950,6201 Ep True Parkway,West Des Moines,IA
6440,5668616586,USD,1009,950,782 East Butler Rd,Mauldin,SC
6441,5668619997,USD,1000,950,1915 Main St,Cedar Falls,IA
6442,5668635818,USD,995,950,1038 S 35th Ave 1040 S 35th Ave,Omaha,NE
6443,5668628915,USD,995,950,124 N 31st Avenue,Omaha,NE
6444,5664570332,USD,994,950,205 Craddock,San Marcos,TX
6445,5664579581,USD,979,950,5801 Blacksmith Dr,Raleigh,NC
6446,5668628917,USD,970,950,3057 S 41st St,Omaha,NE
6447,5659919003,USD,958,950,3455 Fm 1960 Rd West,Humble,TX
6448,5509146258,USD,950,950,,Rutland,VT
6449,5668631124,USD,935,950,15000 Chenal Parkway,Little Rock,AR
6450,5668624855,USD,933,950,2122 East Sam Houston Parkway,Pasadena,TX
6451,5668614785,USD,927,950,621 Memorial Dr,Chattanooga,TN
6452,5508955020,USD,925,950,,Knightdale,NC
6453,5668635593,USD,895,950,111 E West Plains Rd,Gretna,NE
6454,5664590026,USD,880,950,3414 Orion Drive,Ames,IA
6455,5664590496,USD,880,950,3426 Orion Drive,Ames,IA
6456,5668638878,USD,875,950,2406 NW 34th,Oklahoma City,OK
6457,5668639653,USD,875,950,2500 Holton St,Tallahassee,FL
6458,5664568375,USD,859,950,2896 Losantiville Avenue,Cincinnati,OH
6459,5668633603,USD,825,950,1526 16th Avenue SW,Minot,ND
6460,5668617450,USD,825,950,1808 Chapel Hill Road,Durham,NC
6461,5668633624,USD,795,950,305 27th Ave NW,Minot,ND
6462,5668636823,USD,775,950,1221 Sanpat Ln,Carbondale,IL
6463,5664570844,USD,760,950,9512 W 87th St,Overland Park,KS
6464,5668624628,USD,752,950,6033 Garth Rd,Baytown,TX
6465,5648790430,USD,750,950,110 S 4th St 1r,Reading,PA
6466,5668627347,USD,749,950,3318 Forestwood Drive,Bryan,TX
6467,5668640527,USD,550,950,129 Transcript Ave #2,Lexington,KY
6468,5668635738,USD,545,950,224 Halsey St,Arvilla,ND
6469,5668627860,USD,3649,951,2323 Olive St Unit 951,Dallas,TX
6470,5668634443,USD,2195,951,1004 Belmont Avenue E,Seattle,WA
6471,5509259584,USD,1304,951,,Mansfield,TX
6472,5509264858,USD,1295,951,,Mansfield,TX
6473,5664579922,USD,1615,952,2221 Sherman Avenue,Madison,WI
6474,5508744961,USD,1615,952,,Laurel,MD
6475,5509105934,USD,1495,952,,Portsmouth,NH
6476,5659919663,USD,1300,952,1570 4th Ave East,Tuscaloosa,AL
6477,5668638718,USD,1250,952,300 Boulder Falls Drive,Lebanon,OR
6478,5509103943,USD,1050,952,,Clementon,NJ
6479,5668638352,USD,875,952,500 N 7th St,Rogers,AR
6480,5668612182,USD,597,952,50 E 1st St,Fond Du Lac,WI
6481,5668630433,USD,2035,953,501 W 3rd St,Austin,TX
6482,5508975381,USD,1366,953,,Fort Collins,CO
6483,5648786054,USD,925,953,#4 Pahrump Valley Boulevard,Pahrump,NV
6484,5668628030,USD,820,953,4102-4302 Shoal Loop SE,Mandan,ND
6485,5668624875,USD,2995,954,712 E Walnut St,Pasadena,CA
6486,5668616228,USD,1595,954,6300 W Mequon Road,Mequon,WI
6487,5664597772,USD,1395,954,3013 Avent Ferry Rd,Raleigh,NC
6488,5509193321,USD,1288,954,,Euless,TX
6489,5668629830,USD,1949,955,4901 Phinney Avenue N #104,Seattle,WA
6490,5509237213,USD,1114,955,,Norcross,GA
6491,5508808162,USD,975,955,,Dallas,TX
6492,5509102103,USD,953,955,,Lithonia,GA
6493,5668640284,USD,943,955,401 S Washington Square,Lansing,MI
6494,5668635906,USD,895,955,6431 Bridge Rd,Madison,WI
6495,5668622804,USD,650,955,1025 S Donaghey Avenue,Conway,AR
6496,5668641382,USD,2695,956,3550 Lebon Dr.#6103,San Diego,CA
6497,5509153742,USD,1965,956,,Maple Valley,WA
6498,5509159604,USD,1965,956,,Maple Valley,WA
6499,5509152208,USD,1915,956,,Maple Valley,WA
6500,5509157174,USD,1915,956,,Maple Valley,WA
6501,5509048912,USD,1716,956,,Bothell,WA
6502,5508776951,USD,1699,956,,Dallas,TX
6503,5664597515,USD,930,956,8845 Northpark CT,Johnston,IA
6504,5668619270,USD,810,956,1301 East Northstar Ln,Sioux Falls,SD
6505,5668637724,USD,2683,957,3101 Charlotte Avenue,Nashville,TN
6506,5659916330,USD,2245,957,78 Brownstone Way,Englewood,NJ
6507,5509264182,USD,2030,957,,Sammamish,WA
6508,5508669840,USD,1795,957,,Stoughton,MA
6509,5509184569,USD,1107,957,,Marietta,GA
6510,5668619081,USD,1060,957,1010 W Clark,Urbana,IL
6511,5509064078,USD,799,957,,Fairborn,OH
6512,5659917487,USD,1500,958,230 NW 10th St,Oklahoma City,OK
6513,5664579361,USD,1165,958,8240 #2 East Point Douglas Rd,Cottage Grove,MN
6514,5509196653,USD,1073,958,,Marietta,GA
6515,5509196405,USD,1073,958,,Marietta,GA
6516,5659915931,USD,900,958,510 Dukeway,Universal City,TX
6517,5668620355,USD,795,958,825 9th Ave S,Saint Cloud,MN
6518,5668632118,USD,1700,959,7809 Timberhill Dr,Everett,WA
6519,5508977113,USD,1145,959,,Morrisville,NC
6520,5668626465,USD,3388,960,570 Pullman Rd Unit A,Hillsborough,CA
6521,5668639974,USD,2025,960,406 Westminster Ave,Elizabeth,NJ
6522,5509130837,USD,2000,960,,Signal Hill,CA
6523,5668610283,USD,1909,960,6800 Villa DE Costa Dr,Orlando,FL
6524,5509243784,USD,1550,960,,Pittsburgh,PA
6525,5664579932,USD,1509,960,317 E Gorham St,Madison,WI
6526,5664578358,USD,1500,960,412 Stanton Ave,Ames,IA
6527,5668616424,USD,1285,960,5160 E Cheryl Parkway,Fitchburg,WI
6528,5509183119,USD,1272,960,,Rocky Hill,CT
6529,5668630073,USD,1250,960,1939 W Berridge Ln,Phoenix,AZ
6530,5509230301,USD,1125,960,,East Hartford,CT
6531,5509224079,USD,1125,960,,East Hartford,CT
6532,5509227027,USD,1115,960,,East Hartford,CT
6533,5668257421,USD,1015,960,,Redding,CA
6535,5509103056,USD,1000,960,,Lithonia,GA
6536,5668633756,USD,920,960,425 E Calgary Avenue/3635-3645 Valcartier St,Bismarck,ND
6537,5508967236,USD,890,960,,Amelia,OH
6538,5659917991,USD,825,960,3555 US Hwy 78 E,Anniston,AL
6539,5668627529,USD,749,960,8820 W Westlawn St,Wichita,KS
6540,5668253271,USD,575,960,100 Plum Avenue,Dumas,TX
6541,5664577794,USD,1575,961,5234 5244 S Ingleside Ave,Chicago,IL
6542,5509134442,USD,1394,961,,Arlington,TX
6543,5508936676,USD,1039,961,,Apex,NC
6544,5668637670,USD,1300,962,4014 Tamara Way,Franklin,IN
6545,5664595066,USD,1095,962,130 NW 17th St Unit #5,Oklahoma City,OK
6546,5648139413,USD,995,962,908 Douglas Avenue,Ames,IA
6547,5668628825,USD,950,962,374 East 5450 South,Washington Terrace,UT
6548,5508716086,USD,850,962,,Toledo,OH
6549,5668616118,USD,778,962,2200 N 31st St,Milwaukee,WI
6550,5668637991,USD,2595,963,427 9th Avenue #1206,San Diego,CA
6551,5508672306,USD,2124,963,,Las Vegas,NV
6552,5508865798,USD,1209,963,,Clermont,FL
6553,5668614512,USD,874,963,1325 Chatham Parkway,Savannah,GA
6554,5509156422,USD,1840,964,,Maple Valley,WA
6555,5509151214,USD,1840,964,,Maple Valley,WA
6556,5509152942,USD,1840,964,,Maple Valley,WA
6557,5509149813,USD,1825,964,,Maple Valley,WA
6558,5668629759,USD,1800,964,2400 Louis Henna Boulevard,Round Rock,TX
6559,5509047680,USD,1689,964,,Milford,NH
6560,5508873818,USD,1669,964,,Milford,NH
6561,5509016428,USD,1475,964,,Silver Spring,MD
6562,5509017231,USD,1455,964,,Silver Spring,MD
6563,5509019793,USD,1440,964,,Silver Spring,MD
6564,5509049483,USD,1300,964,,Nashua,NH
6565,5509000583,USD,1240,964,,Dallas,TX
6566,5664597795,USD,1200,964,4160 Olive Boulevard Motorworks,Saint Louis,MO
6567,5667221504,USD,1075,964,7098 Fernwood St,Henrico,VA
6568,5508762183,USD,1009,964,,Mebane,NC
6569,5664583549,USD,3650,965,628 Waverley St,Palo Alto,CA
6570,5668621903,USD,1442,965,3500 N Sabino Canyon Road,Tucson,AZ
6571,5668639368,USD,1250,965,7801 Marble NE,Albuquerque,NM
6572,5668618483,USD,954,965,5340 56th St NW,Rochester,MN
6573,5509253807,USD,879,965,,Roswell,GA
6574,5668618349,USD,760,965,806-808 Ferry St,Lafayette,IN
6575,5509049233,USD,1675,966,,Bothell,WA
6576,5508823784,USD,1579,966,,Denver,CO
6577,5661945097,USD,1555,966,,Colorado Springs,CO
6578,5508877631,USD,1330,966,,Kissimmee,FL
